venue,format,matches,completed_matches,no_results,ties,draws,batting_first_matches,batting_first_wins,batting_first_win_pct,bowling_first_matches,bowling_first_wins,bowling_first_win_pct,innings_count,total_runs,first_innings_count,first_innings_total_runs,second_innings_count,second_innings_total_runs,total_bowler_wickets,fast_wickets,medium_wickets,off_spin_wickets,leg_spin_wickets,unknown_wickets,avg_score,max_score,min_score,avg_first_innings_score,max_first_innings_score,min_first_innings_score,avg_second_innings_score,max_second_innings_score,min_second_innings_score,fast_wicket_pct,medium_wicket_pct,off_spin_wicket_pct,leg_spin_wicket_pct,pace_wicket_pct,spin_wicket_pct
"Hagley Oval, Christchurch",ODI,10,8,1,1,0,4,4,100.0,4,4,100.0,22,4663,10,2520,10,2124,155,0,0,0,0,155,211.95,356,8,252.0,356,105,212.4,285,104,0.0,0.0,0.0,0.0,0.0,0.0
"Hagley Oval, Christchurch",T20,71,65,5,1,0,34,34,100.0,31,31,100.0,137,19144,71,10382,66,8762,856,0,0,0,0,856,139.74,236,2,146.23,236,2,132.76,199,32,0.0,0.0,0.0,0.0,0.0,0.0
"Hagley Oval, Christchurch",Test,7,6,0,0,1,2,2,100.0,4,4,100.0,26,7763,7,2076,7,2196,236,0,0,0,0,236,298.58,521,95,296.57,521,95,313.71,499,126,0.0,0.0,0.0,0.0,0.0,0.0
Happy Valley Ground,T20,37,37,0,0,0,16,16,100.0,21,21,100.0,74,9328,37,4948,37,4380,508,0,0,0,0,508,126.05,199,25,133.73,199,39,118.38,196,25,0.0,0.0,0.0,0.0,0.0,0.0
Happy Valley Ground 2,T20,27,26,1,0,0,14,14,100.0,12,12,100.0,53,6812,27,3719,26,3093,372,0,0,0,0,372,128.53,280,47,137.74,280,47,118.96,171,55,0.0,0.0,0.0,0.0,0.0,0.0
Harare Sports Club,ODI,127,124,2,1,0,55,55,100.0,69,69,100.0,252,55070,127,29719,125,25351,1801,0,0,0,0,1801,218.53,408,55,234.01,408,55,202.81,328,65,0.0,0.0,0.0,0.0,0.0,0.0
Harare Sports Club,T20,78,75,2,1,0,42,42,100.0,33,33,100.0,156,22345,78,12215,76,10117,940,0,0,0,0,940,143.24,259,6,156.6,259,65,133.12,194,64,0.0,0.0,0.0,0.0,0.0,0.0
Harare Sports Club,Test,15,14,0,0,1,10,10,100.0,4,4,100.0,56,15320,15,5500,15,4413,502,0,0,0,0,502,273.57,537,14,366.67,537,140,294.2,515,59,0.0,0.0,0.0,0.0,0.0,0.0
Harlequins,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,368,1,226,1,142,18,0,0,0,0,18,184.0,226,142,226.0,226,226,142.0,142,142,0.0,0.0,0.0,0.0,0.0,0.0
Harrup Park,T20,6,6,0,0,0,2,2,100.0,4,4,100.0,12,1557,6,809,6,748,68,0,0,0,0,68,129.75,160,93,134.83,160,93,124.67,143,94,0.0,0.0,0.0,0.0,0.0,0.0
Haslegrave Ground,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,313,1,156,1,157,10,0,0,0,0,10,156.5,157,156,156.0,156,156,157.0,157,157,0.0,0.0,0.0,0.0,0.0,0.0
Haslegrave Ground,T20,4,4,0,0,0,3,3,100.0,1,1,100.0,8,872,4,510,4,362,53,0,0,0,0,53,109.0,162,75,127.5,162,87,90.5,115,75,0.0,0.0,0.0,0.0,0.0,0.0
"Haslegrave Ground, Loughborough",T20,14,14,0,0,0,6,6,100.0,8,8,100.0,28,3894,14,2010,14,1884,175,0,0,0,0,175,139.07,177,93,143.57,177,95,134.57,174,93,0.0,0.0,0.0,0.0,0.0,0.0
Hazelaarweg,T20,5,4,0,1,0,3,3,100.0,1,1,100.0,12,1561,5,802,5,732,80,0,0,0,0,80,130.08,199,9,160.4,199,144,146.4,159,131,0.0,0.0,0.0,0.0,0.0,0.0
"Hazelaarweg, Rotterdam",ODI,8,8,0,0,0,6,6,100.0,2,2,100.0,16,3309,8,1741,8,1568,135,0,0,0,0,135,206.81,314,149,217.62,314,163,196.0,298,149,0.0,0.0,0.0,0.0,0.0,0.0
"Hazelaarweg, Rotterdam",T20,12,12,0,0,0,6,6,100.0,6,6,100.0,24,2964,12,1767,12,1197,129,0,0,0,0,129,123.5,255,44,147.25,255,62,99.75,142,44,0.0,0.0,0.0,0.0,0.0,0.0
Headingley,ODI,16,16,0,0,0,8,8,100.0,8,8,100.0,32,8445,16,4462,16,3983,225,0,0,0,0,225,263.91,351,148,278.88,351,159,248.94,324,148,0.0,0.0,0.0,0.0,0.0,0.0
Headingley,T20,44,43,0,1,0,26,26,100.0,17,17,100.0,88,14286,44,7750,44,6536,579,0,0,0,0,579,162.34,260,67,176.14,260,82,148.55,201,67,0.0,0.0,0.0,0.0,0.0,0.0
Headingley,Test,13,12,0,0,1,6,6,100.0,6,6,100.0,48,13690,13,3767,13,4171,440,0,0,0,0,440,285.21,570,9,289.77,570,88,320.85,538,67,0.0,0.0,0.0,0.0,0.0,0.0
"Headingley, Leeds",ODI,4,2,2,0,0,1,1,100.0,1,1,100.0,6,980,4,641,2,339,39,0,0,0,0,39,163.33,270,81,160.25,270,81,169.5,202,137,0.0,0.0,0.0,0.0,0.0,0.0
"Headingley, Leeds",T20,115,113,1,1,0,71,71,100.0,42,42,100.0,229,35256,115,18714,114,16542,1459,0,0,0,0,1459,153.96,241,64,162.73,241,77,145.11,224,64,0.0,0.0,0.0,0.0,0.0,0.0
"Headingley, Leeds",Test,6,6,0,0,0,1,1,100.0,5,5,100.0,22,6688,6,1654,6,2210,205,0,0,0,0,205,304.0,471,78,275.67,471,78,368.33,465,237,0.0,0.0,0.0,0.0,0.0,0.0
"High Performance Oval, Windhoek",T20,23,22,0,1,0,14,14,100.0,8,8,100.0,48,5330,23,2844,23,2461,270,0,0,0,0,270,111.04,228,12,123.65,228,90,107.0,140,74,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh Cricket Association Stadium,ODI,4,4,0,0,0,1,1,100.0,3,3,100.0,8,1664,4,858,4,806,56,0,0,0,0,56,208.0,330,112,214.5,330,112,201.5,271,114,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh Cricket Association Stadium,T20,18,17,1,0,0,9,9,100.0,8,8,100.0,35,5025,18,2760,17,2265,210,0,0,0,0,210,143.57,232,47,153.33,232,59,133.24,200,47,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh Cricket Association Stadium,Test,1,1,0,0,0,0,0,0.0,1,1,100.0,4,875,1,300,1,332,32,0,0,0,0,32,218.75,332,106,300.0,300,300,332.0,332,332,0.0,0.0,0.0,0.0,0.0,0.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",ODI,4,4,0,0,0,3,3,100.0,1,1,100.0,8,2361,4,1270,4,1091,72,0,0,0,0,72,295.12,388,207,317.5,388,245,272.75,383,207,0.0,0.0,0.0,0.0,0.0,0.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",T20,13,12,1,0,0,6,6,100.0,6,6,100.0,25,4640,13,2498,12,2142,149,0,0,0,0,149,185.6,254,117,192.15,254,117,178.5,216,120,0.0,0.0,0.0,0.0,0.0,0.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Test,1,1,0,0,0,0,0,0.0,1,1,100.0,3,890,1,218,1,477,30,0,0,0,0,30,296.67,477,195,218.0,218,218,477.0,477,477,0.0,0.0,0.0,0.0,0.0,0.0
Holkar Cricket Stadium,ODI,3,3,0,0,0,2,2,100.0,1,1,100.0,6,1742,3,958,3,784,45,0,0,0,0,45,290.33,418,225,319.33,418,247,261.33,294,225,0.0,0.0,0.0,0.0,0.0,0.0
Holkar Cricket Stadium,T20,11,11,0,0,0,2,2,100.0,9,9,100.0,22,3590,11,1845,11,1745,118,0,0,0,0,118,163.18,260,88,167.73,260,88,158.64,214,92,0.0,0.0,0.0,0.0,0.0,0.0
Holkar Cricket Stadium,Test,2,2,0,0,0,1,1,100.0,1,1,100.0,7,2076,2,707,2,787,54,0,0,0,0,54,296.57,557,150,353.5,557,150,393.5,493,294,0.0,0.0,0.0,0.0,0.0,0.0
"Holkar Cricket Stadium, Indore",ODI,8,8,0,0,0,5,5,100.0,3,3,100.0,16,4216,8,2307,8,1909,126,0,0,0,0,126,263.5,399,97,288.38,399,97,238.62,296,98,0.0,0.0,0.0,0.0,0.0,0.0
"Holkar Cricket Stadium, Indore",T20,13,13,0,0,0,2,2,100.0,11,11,100.0,26,3897,13,1964,13,1933,159,0,0,0,0,159,149.88,227,86,151.08,227,86,148.69,186,88,0.0,0.0,0.0,0.0,0.0,0.0
"Holkar Cricket Stadium, Indore",Test,1,1,0,0,0,0,0,0.0,1,1,100.0,4,547,1,109,1,197,31,0,0,0,0,31,136.75,197,78,109.0,109,109,197.0,197,197,0.0,0.0,0.0,0.0,0.0,0.0
Holkar Stadium,T20,29,29,0,0,0,9,9,100.0,20,20,100.0,58,8264,29,4239,29,4025,353,0,0,0,0,353,142.48,233,75,146.17,233,75,138.79,208,79,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club,T20,8,8,0,0,0,4,4,100.0,4,4,100.0,16,1367,8,806,8,561,107,0,0,0,0,107,85.44,139,28,100.75,139,56,70.12,107,28,0.0,0.0,0.0,0.0,0.0,0.0
Howell Oval,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,205,1,102,1,103,9,0,0,0,0,9,102.5,103,102,102.0,102,102,103.0,103,103,0.0,0.0,0.0,0.0,0.0,0.0
"Hurlingham Club Ground, Buenos Aires",T20,15,15,0,0,0,10,10,100.0,5,5,100.0,30,3279,15,1835,15,1444,237,0,0,0,0,237,109.3,161,55,122.33,161,73,96.27,143,55,0.0,0.0,0.0,0.0,0.0,0.0
Hurstville Oval,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,940,2,496,2,444,33,0,0,0,0,33,235.0,256,203,248.0,256,240,222.0,241,203,0.0,0.0,0.0,0.0,0.0,0.0
Hurstville Oval,T20,18,17,1,0,0,10,10,100.0,7,7,100.0,35,4497,18,2466,17,2031,219,0,0,0,0,219,128.49,206,77,137.0,206,84,119.47,164,77,0.0,0.0,0.0,0.0,0.0,0.0
IC-Gurunanak College Ground,T20,3,3,0,0,0,3,3,100.0,0,0,0.0,6,859,3,610,3,249,39,0,0,0,0,39,143.17,230,73,203.33,230,176,83.0,100,73,0.0,0.0,0.0,0.0,0.0,0.0
ICC Academy,ODI,15,15,0,0,0,8,8,100.0,7,7,100.0,30,6859,15,3676,15,3183,240,0,0,0,0,240,228.63,331,97,245.07,331,113,212.2,307,97,0.0,0.0,0.0,0.0,0.0,0.0
ICC Academy,T20,20,19,1,0,0,14,14,100.0,5,5,100.0,40,5212,20,2881,20,2331,277,0,0,0,0,277,130.3,183,29,144.05,183,89,116.55,168,29,0.0,0.0,0.0,0.0,0.0,0.0
ICC Academy Ground No 2,T20,5,5,0,0,0,2,2,100.0,3,3,100.0,10,1456,5,779,5,677,68,0,0,0,0,68,145.6,197,106,155.8,197,106,135.4,159,111,0.0,0.0,0.0,0.0,0.0,0.0
"ICC Academy Ground No 2, Dubai",T20,5,5,0,0,0,2,2,100.0,3,3,100.0,10,938,5,514,5,424,53,0,0,0,0,53,93.8,149,61,102.8,149,61,84.8,102,64,0.0,0.0,0.0,0.0,0.0,0.0
"ICC Academy, Dubai",ODI,10,10,0,0,0,5,5,100.0,5,5,100.0,20,4238,10,2249,10,1989,165,0,0,0,0,165,211.9,273,113,224.9,271,160,198.9,273,113,0.0,0.0,0.0,0.0,0.0,0.0
"ICC Academy, Dubai",T20,32,32,0,0,0,18,18,100.0,14,14,100.0,64,8175,32,4307,32,3868,402,0,0,0,0,402,127.73,204,27,134.59,204,27,120.88,171,28,0.0,0.0,0.0,0.0,0.0,0.0
ICC Global Cricket Academy,ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1315,3,699,3,616,44,0,0,0,0,44,219.17,270,185,233.0,270,202,205.33,228,185,0.0,0.0,0.0,0.0,0.0,0.0
ICC Global Cricket Academy,T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,511,2,265,2,246,31,0,0,0,0,31,127.75,139,118,132.5,139,126,123.0,128,118,0.0,0.0,0.0,0.0,0.0,0.0
"Independence Park, Port Vila",T20,10,10,0,0,0,3,3,100.0,7,7,100.0,20,2789,10,1431,10,1358,142,0,0,0,0,142,139.45,167,117,143.1,167,120,135.8,158,117,0.0,0.0,0.0,0.0,0.0,0.0
Indian Association Ground,T20,17,17,0,0,0,8,8,100.0,9,9,100.0,34,4689,17,2466,17,2223,214,0,0,0,0,214,137.91,197,83,145.06,197,83,130.76,187,86,0.0,0.0,0.0,0.0,0.0,0.0
"Indian Association Ground, Singapore",T20,10,10,0,0,0,4,4,100.0,6,6,100.0,20,2467,10,1326,10,1141,137,0,0,0,0,137,123.35,206,63,132.6,203,63,114.1,206,64,0.0,0.0,0.0,0.0,0.0,0.0
Indian Petrochemicals Corporation Limited Sports Complex Ground,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,522,1,341,1,181,13,0,0,0,0,13,261.0,341,181,341.0,341,341,181.0,181,181,0.0,0.0,0.0,0.0,0.0,0.0
"Instonians Cricket Club, Shaw's Bridge Lower Ground, Belfast",T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,264,1,136,1,128,19,0,0,0,0,19,132.0,136,128,136.0,136,136,128.0,128,128,0.0,0.0,0.0,0.0,0.0,0.0
Integrated Polytechnic Regional Centre,T20,40,37,3,0,0,19,19,100.0,18,18,100.0,78,8213,40,5059,38,3154,473,0,0,0,0,473,105.29,237,14,126.47,237,26,83.0,160,14,0.0,0.0,0.0,0.0,0.0,0.0
International Sports Stadium,ODI,2,2,0,0,0,2,2,100.0,0,0,0.0,4,982,2,556,2,426,35,0,0,0,0,35,245.5,296,209,278.0,296,260,213.0,217,209,0.0,0.0,0.0,0.0,0.0,0.0
International Sports Stadium,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,356,1,176,1,180,9,0,0,0,0,9,178.0,180,176,176.0,176,176,180.0,180,180,0.0,0.0,0.0,0.0,0.0,0.0
"International Sports Stadium, Coffs Harbour",T20,4,4,0,0,0,1,1,100.0,3,3,100.0,8,1127,4,609,4,518,52,0,0,0,0,52,140.88,203,104,152.25,203,114,129.5,152,104,0.0,0.0,0.0,0.0,0.0,0.0
Invermay Park,T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,305,1,172,1,133,12,0,0,0,0,12,152.5,172,133,172.0,172,172,133.0,133,133,0.0,0.0,0.0,0.0,0.0,0.0
"Invermay Park, Launceston",T20,2,1,1,0,0,1,1,100.0,0,0,0.0,3,310,2,211,1,99,14,0,0,0,0,14,103.33,107,99,105.5,107,104,99.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0
Iqbal Stadium,ODI,4,4,0,0,0,0,0,0.0,4,4,100.0,8,1578,4,817,4,761,56,0,0,0,0,56,197.25,245,151,204.25,244,151,190.25,245,154,0.0,0.0,0.0,0.0,0.0,0.0
Iqbal Stadium,Test,2,0,0,0,2,0,0,0.0,0,0,0.0,8,3042,2,1050,2,1049,63,0,0,0,0,63,380.25,603,21,525.0,588,462,524.5,603,446,0.0,0.0,0.0,0.0,0.0,0.0
"Iqbal Stadium, Faisalabad",ODI,4,4,0,0,0,0,0,0.0,4,4,100.0,8,1817,4,918,4,899,56,0,0,0,0,56,227.12,270,143,229.5,269,143,224.75,270,144,0.0,0.0,0.0,0.0,0.0,0.0
"Iqbal Stadium, Faisalabad",Test,1,0,0,0,1,0,0,0.0,0,0,0.0,4,1239,1,278,1,348,34,0,0,0,0,34,309.75,371,242,278.0,278,278,348.0,348,348,0.0,0.0,0.0,0.0,0.0,0.0
"Ishoj Cricket Club, Vejledalen",T20,10,10,0,0,0,7,7,100.0,3,3,100.0,20,2364,10,1400,10,964,152,0,0,0,0,152,118.2,198,66,140.0,198,66,96.4,152,67,0.0,0.0,0.0,0.0,0.0,0.0
Jadavpur University Campus,T20,4,4,0,0,0,1,1,100.0,3,3,100.0,8,1251,4,646,4,605,42,0,0,0,0,42,156.38,233,113,161.5,233,113,151.25,182,114,0.0,0.0,0.0,0.0,0.0,0.0
"Jadavpur University Campus 2nd Ground, Kolkata",T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,536,2,268,2,268,25,0,0,0,0,25,134.0,157,111,134.0,157,111,134.0,156,112,0.0,0.0,0.0,0.0,0.0,0.0
Jade Stadium,ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1264,3,643,3,621,44,0,0,0,0,44,210.67,276,110,214.33,276,112,207.0,256,110,0.0,0.0,0.0,0.0,0.0,0.0
Jade Stadium,T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,336,1,193,1,143,16,0,0,0,0,16,168.0,193,143,193.0,193,193,143.0,143,143,0.0,0.0,0.0,0.0,0.0,0.0
"Jade Stadium, Christchurch",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,217,1,108,1,109,15,0,0,0,0,15,108.5,109,108,108.0,108,108,109.0,109,109,0.0,0.0,0.0,0.0,0.0,0.0
Jaffery Sports Club Ground,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,342,1,250,1,92,19,0,0,0,0,19,171.0,250,92,250.0,250,250,92.0,92,92,0.0,0.0,0.0,0.0,0.0,0.0
Jawaharlal Nehru Stadium,T20,13,13,0,0,0,5,5,100.0,8,8,100.0,26,3265,13,1761,13,1504,169,0,0,0,0,169,125.58,179,78,135.46,179,96,115.69,150,78,0.0,0.0,0.0,0.0,0.0,0.0
"Jimmy Powell Oval, Cayman Islands",T20,25,25,0,0,0,11,11,100.0,14,14,100.0,50,5778,25,3232,25,2546,291,0,0,0,0,291,115.56,217,41,129.28,217,41,101.84,169,46,0.0,0.0,0.0,0.0,0.0,0.0
Jinja Cricket Ground,T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,359,2,186,2,173,25,0,0,0,0,25,89.75,97,80,93.0,97,89,86.5,93,80,0.0,0.0,0.0,0.0,0.0,0.0
John Davies Oval,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,330,1,164,1,166,13,0,0,0,0,13,165.0,166,164,164.0,164,164,166.0,166,166,0.0,0.0,0.0,0.0,0.0,0.0
"John Davies Oval, Queenstown",ODI,6,6,0,0,0,3,3,100.0,3,3,100.0,12,3011,6,1631,6,1380,92,0,0,0,0,92,250.92,365,128,271.83,365,191,230.0,280,128,0.0,0.0,0.0,0.0,0.0,0.0
"John Davies Oval, Queenstown",T20,12,12,0,0,0,6,6,100.0,6,6,100.0,24,3355,12,1814,12,1541,149,0,0,0,0,149,139.79,183,89,151.17,182,123,128.42,183,89,0.0,0.0,0.0,0.0,0.0,0.0
Johor Cricket Academy Oval,T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,387,2,206,2,181,25,0,0,0,0,25,96.75,108,82,103.0,108,98,90.5,99,82,0.0,0.0,0.0,0.0,0.0,0.0
JSCA International Stadium Complex,ODI,5,4,1,0,0,2,2,100.0,2,2,100.0,10,2303,5,1309,5,994,68,0,0,0,0,68,230.3,313,27,261.8,313,155,198.8,288,27,0.0,0.0,0.0,0.0,0.0,0.0
JSCA International Stadium Complex,T20,19,19,0,0,0,7,7,100.0,12,12,100.0,38,5504,19,2906,19,2598,226,0,0,0,0,226,144.84,196,49,152.95,196,115,136.74,189,49,0.0,0.0,0.0,0.0,0.0,0.0
JSCA International Stadium Complex,Test,2,1,0,0,1,1,1,100.0,0,0,0.0,6,2050,2,948,2,765,54,0,0,0,0,54,341.67,603,133,474.0,497,451,382.5,603,162,0.0,0.0,0.0,0.0,0.0,0.0
"JSCA International Stadium Complex, Ranchi",ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,1241,2,627,2,614,28,0,0,0,0,28,310.25,349,278,313.5,349,278,307.0,332,282,0.0,0.0,0.0,0.0,0.0,0.0
"JSCA International Stadium Complex, Ranchi",T20,13,13,0,0,0,6,6,100.0,7,7,100.0,26,3816,13,2090,13,1726,146,0,0,0,0,146,146.77,275,66,160.77,275,66,132.77,201,70,0.0,0.0,0.0,0.0,0.0,0.0
"JSCA International Stadium Complex, Ranchi",Test,1,1,0,0,0,0,0,0.0,1,1,100.0,4,997,1,353,1,307,35,0,0,0,0,35,249.25,353,145,353.0,353,353,307.0,307,307,0.0,0.0,0.0,0.0,0.0,0.0
"JU Second Campus, Salt Lake",T20,9,8,0,1,0,3,3,100.0,5,5,100.0,20,2854,9,1427,9,1401,118,0,0,0,0,118,142.7,199,11,158.56,198,123,155.67,199,125,0.0,0.0,0.0,0.0,0.0,0.0
"Jubilee Park, Ringwood, Melbourne",T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,185,1,134,1,51,13,0,0,0,0,13,92.5,134,51,134.0,134,134,51.0,51,51,0.0,0.0,0.0,0.0,0.0,0.0
Junction Oval,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,464,1,231,1,233,11,0,0,0,0,11,232.0,233,231,231.0,231,231,233.0,233,233,0.0,0.0,0.0,0.0,0.0,0.0
Junction Oval,T20,25,25,0,0,0,9,9,100.0,16,16,100.0,50,6782,25,3447,25,3335,281,0,0,0,0,281,135.64,177,74,137.88,173,87,133.4,177,74,0.0,0.0,0.0,0.0,0.0,0.0
"Junction Oval, Melbourne",ODI,5,4,1,0,0,1,1,100.0,3,3,100.0,9,1242,5,682,4,560,67,0,0,0,0,67,138.0,180,103,136.4,180,103,140.0,164,106,0.0,0.0,0.0,0.0,0.0,0.0
"Junction Oval, Melbourne",T20,34,32,2,0,0,15,15,100.0,17,17,100.0,67,9369,34,5083,33,4286,415,0,0,0,0,415,139.84,229,32,149.5,229,64,129.88,181,32,0.0,0.0,0.0,0.0,0.0,0.0
Kaizuka Cricket Ground,T20,4,3,0,1,0,1,1,100.0,2,2,100.0,10,857,4,424,4,424,43,0,0,0,0,43,85.7,142,4,106.0,142,90,106.0,139,91,0.0,0.0,0.0,0.0,0.0,0.0
Karen Rolton Oval,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,399,1,247,1,152,17,0,0,0,0,17,199.5,247,152,247.0,247,247,152.0,152,152,0.0,0.0,0.0,0.0,0.0,0.0
Karen Rolton Oval,T20,8,7,0,1,0,4,4,100.0,3,3,100.0,18,2494,8,1255,8,1211,92,0,0,0,0,92,138.56,189,12,156.88,189,117,151.38,189,120,0.0,0.0,0.0,0.0,0.0,0.0
"Karen Rolton Oval, Adelaide",T20,26,24,2,0,0,13,13,100.0,11,11,100.0,51,7117,26,3968,25,3149,278,0,0,0,0,278,139.55,207,21,152.62,207,97,125.96,192,21,0.0,0.0,0.0,0.0,0.0,0.0
Keenan Stadium,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,450,1,223,1,227,15,0,0,0,0,15,225.0,227,223,223.0,223,223,227.0,227,227,0.0,0.0,0.0,0.0,0.0,0.0
Kennington Oval,ODI,42,40,2,0,0,17,17,100.0,23,23,100.0,83,20380,42,10985,41,9395,581,0,0,0,0,581,245.54,398,80,261.55,398,80,229.15,365,83,0.0,0.0,0.0,0.0,0.0,0.0
Kennington Oval,T20,68,65,2,1,0,31,31,100.0,34,34,100.0,134,20360,68,10792,66,9568,781,0,0,0,0,781,151.94,240,2,158.71,240,2,144.97,222,44,0.0,0.0,0.0,0.0,0.0,0.0
Kennington Oval,Test,15,13,0,0,2,8,8,100.0,5,5,100.0,55,16654,15,5470,15,4968,478,0,0,0,0,478,302.8,664,4,364.67,664,148,331.2,637,149,0.0,0.0,0.0,0.0,0.0,0.0
"Kennington Oval, London",ODI,6,6,0,0,0,1,1,100.0,5,5,100.0,12,2664,6,1419,6,1245,76,0,0,0,0,76,222.0,368,110,236.5,368,110,207.5,265,114,0.0,0.0,0.0,0.0,0.0,0.0
"Kennington Oval, London",T20,132,124,3,5,0,48,48,100.0,76,76,100.0,264,37880,132,19868,130,17994,1606,0,0,0,0,1606,143.48,254,7,150.52,252,53,138.42,254,12,0.0,0.0,0.0,0.0,0.0,0.0
"Kennington Oval, London",Test,9,8,0,0,1,5,5,100.0,3,3,100.0,36,10264,9,2858,9,2811,320,0,0,0,0,320,285.11,604,4,317.56,484,118,312.33,604,158,0.0,0.0,0.0,0.0,0.0,0.0
Kensington Oval,Test,1,1,0,0,0,0,0,0.0,1,1,100.0,3,1010,1,296,1,548,29,0,0,0,0,29,336.67,548,166,296.0,296,296,548.0,548,548,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Barbados",ODI,4,4,0,0,0,1,1,100.0,3,3,100.0,8,2119,4,1066,4,1053,61,0,0,0,0,61,264.88,364,180,266.5,360,180,263.25,364,184,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Barbados",T20,3,3,0,0,0,0,0,0.0,3,3,100.0,6,573,3,284,3,289,33,0,0,0,0,33,95.5,108,81,94.67,106,81,96.33,108,83,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Barbados",Test,1,1,0,0,0,1,1,100.0,0,0,0.0,4,1027,1,289,1,77,36,0,0,0,0,36,256.75,415,77,289.0,289,289,77.0,77,77,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Bridgetown",ODI,18,17,1,0,0,8,8,100.0,9,9,100.0,35,6839,18,3883,17,2956,258,0,0,0,0,258,195.4,328,8,215.72,328,8,173.88,301,92,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Bridgetown",T20,44,43,1,0,0,28,28,100.0,15,15,100.0,87,12305,44,6597,43,5708,568,0,0,0,0,568,141.44,195,52,149.93,195,52,132.74,173,53,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Bridgetown",Test,10,8,0,0,2,3,3,100.0,5,5,100.0,39,10009,10,3009,10,3267,332,0,0,0,0,332,256.64,749,12,300.9,600,201,326.7,749,154,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Bridgetown, Barbados",ODI,13,13,0,0,0,3,3,100.0,10,10,100.0,26,5205,13,2715,13,2490,207,0,0,0,0,207,200.19,307,114,208.85,301,114,191.54,307,118,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Bridgetown, Barbados",T20,39,36,2,1,0,17,17,100.0,19,19,100.0,78,11361,39,6064,37,5266,476,0,0,0,0,476,145.65,224,10,155.49,224,43,142.32,223,44,0.0,0.0,0.0,0.0,0.0,0.0
"Kensington Oval, Bridgetown, Barbados",Test,2,1,0,0,1,1,1,100.0,0,0,0.0,8,2059,2,687,2,601,70,0,0,0,0,70,257.38,507,135,343.5,507,180,300.5,411,190,0.0,0.0,0.0,0.0,0.0,0.0
Kent County Cricket Ground,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,290,1,144,1,146,10,0,0,0,0,10,145.0,146,144,144.0,144,144,146.0,146,146,0.0,0.0,0.0,0.0,0.0,0.0
"Kent County Cricket Ground, Beckenham",T20,4,3,1,0,0,0,0,0.0,3,3,100.0,7,931,4,482,3,449,37,0,0,0,0,37,133.0,161,38,120.5,160,38,149.67,161,140,0.0,0.0,0.0,0.0,0.0,0.0
Kerava National Cricket Ground,T20,50,50,0,0,0,21,21,100.0,29,29,100.0,100,12120,50,6658,50,5462,644,0,0,0,0,644,121.2,214,44,133.16,214,54,109.24,184,44,0.0,0.0,0.0,0.0,0.0,0.0
Kerrydale Oval,T20,4,4,0,0,0,2,2,100.0,2,2,100.0,8,851,4,464,4,387,44,0,0,0,0,44,106.38,149,84,116.0,149,84,96.75,119,86,0.0,0.0,0.0,0.0,0.0,0.0
Khan Shaheb Osman Ali Stadium,ODI,4,4,0,0,0,1,1,100.0,3,3,100.0,8,2284,4,1146,4,1138,55,0,0,0,0,55,285.5,309,264,286.5,307,264,284.5,309,265,0.0,0.0,0.0,0.0,0.0,0.0
